distance,direction,eggs,aphids,week,replicate,treatment,date
2,N,0,0,wk2,11,Predator,07/14/2016
2,E,0,43,wk2,11,Predator,07/14/2016
2,S,0,0,wk2,11,Predator,07/14/2016
2,W,0,0,wk2,11,Predator,07/14/2016
2,N,0,14,wk2,12,Control,07/14/2016
2,E,1,2,wk2,12,Control,07/14/2016
2,S,,,wk2,12,Control,07/14/2016
2,W,0,1,wk2,12,Control,07/14/2016
2,N,0,9,wk2,13,Control,07/14/2016
2,E,0,6,wk2,13,Control,07/14/2016
2,S,0,17,wk2,13,Control,07/14/2016
2,W,0,1,wk2,13,Control,07/14/2016
2,N,1,1,wk2,14,Predator,07/14/2016
2,E,0,5,wk2,14,Predator,07/14/2016
2,S,2,0,wk2,14,Predator,07/14/2016
2,W,0,5,wk2,14,Predator,07/14/2016
2,N,0,3,wk2,15,Chemical,07/14/2016
2,E,0,4,wk2,15,Chemical,07/14/2016
2,S,0,6,wk2,15,Chemical,07/14/2016
2,W,0,0,wk2,15,Chemical,07/14/2016
2,N,0,5,wk2,16,Control,07/14/2016
2,E,0,1,wk2,16,Control,07/14/2016
2,S,0,0,wk2,16,Control,07/14/2016
2,W,0,1,wk2,16,Control,07/14/2016
2,N,0,4,wk2,17,Chemical,07/14/2016
2,E,0,2,wk2,17,Chemical,07/14/2016
2,S,0,6,wk2,17,Chemical,07/14/2016
2,W,0,2,wk2,17,Chemical,07/14/2016
2,N,0,12,wk2,18,Predator,07/14/2016
2,E,0,8,wk2,18,Predator,07/14/2016
2,S,0,1,wk2,18,Predator,07/14/2016
2,W,1,0,wk2,18,Predator,07/14/2016
2,N,0,2,wk2,19,Predator,07/14/2016
2,E,0,4,wk2,19,Predator,07/14/2016
2,S,0,0,wk2,19,Predator,07/14/2016
2,W,0,3,wk2,19,Predator,07/14/2016
2,N,0,0,wk2,20,Control,07/14/2016
2,E,0,0,wk2,20,Control,07/14/2016
2,S,0,0,wk2,20,Control,07/14/2016
2,W,0,1,wk2,20,Control,07/14/2016
2,N,1,0,wk2,21,Chemical,07/14/2016
2,E,1,0,wk2,21,Chemical,07/14/2016
2,S,0,8,wk2,21,Chemical,07/14/2016
2,W,0,2,wk2,21,Chemical,07/14/2016
4,N,3,0,wk2,1,Chemical,07/14/2016
4,E,0,6,wk2,1,Chemical,07/14/2016
4,S,0,1,wk2,1,Chemical,07/14/2016
4,W,0,13,wk2,1,Chemical,07/14/2016
4,N,0,17,wk2,2,Control,07/14/2016
4,E,1,14,wk2,2,Control,07/14/2016
4,S,0,11,wk2,2,Control,07/14/2016
4,W,0,11,wk2,2,Control,07/14/2016
4,N,0,0,wk2,3,Predator,07/14/2016
4,E,0,2,wk2,3,Predator,07/14/2016
4,S,0,8,wk2,3,Predator,07/14/2016
4,W,0,0,wk2,3,Predator,07/14/2016
4,N,0,27,wk2,4,Chemical,07/14/2016
4,E,0,7,wk2,4,Chemical,07/14/2016
4,S,0,20,wk2,4,Chemical,07/14/2016
4,W,0,1,wk2,4,Chemical,07/14/2016
4,N,0,0,wk2,5,Predator,07/14/2016
4,E,0,0,wk2,5,Predator,07/14/2016
4,S,0,1,wk2,5,Predator,07/14/2016
4,W,0,4,wk2,5,Predator,07/14/2016
4,N,0,2,wk2,6,Control,07/14/2016
4,E,0,3,wk2,6,Control,07/14/2016
4,S,1,5,wk2,6,Control,07/14/2016
4,W,0,15,wk2,6,Control,07/14/2016
4,N,0,2,wk2,7,Control,07/14/2016
4,E,0,1,wk2,7,Control,07/14/2016
4,S,0,5,wk2,7,Control,07/14/2016
4,W,0,6,wk2,7,Control,07/14/2016
4,N,0,0,wk2,8,Chemical,07/14/2016
4,E,0,2,wk2,8,Chemical,07/14/2016
4,S,0,8,wk2,8,Chemical,07/14/2016
4,W,0,0,wk2,8,Chemical,07/14/2016
4,N,0,1,wk2,9,Predator,07/14/2016
4,E,2,9,wk2,9,Predator,07/14/2016
4,S,0,2,wk2,9,Predator,07/14/2016
4,W,1,0,wk2,9,Predator,07/14/2016
4,N,0,0,wk2,10,Chemical,07/14/2016
4,E,1,2,wk2,10,Chemical,07/14/2016
4,S,0,0,wk2,10,Chemical,07/14/2016
4,W,0,0,wk2,10,Chemical,07/14/2016
4,N,0,0,wk2,11,Predator,07/14/2016
4,E,0,5,wk2,11,Predator,07/14/2016
4,S,0,5,wk2,11,Predator,07/14/2016
4,W,0,6,wk2,11,Predator,07/14/2016
4,N,0,2,wk2,12,Control,07/14/2016
4,E,0,0,wk2,12,Control,07/14/2016
4,S,,,wk2,12,Control,07/14/2016
4,W,2,7,wk2,12,Control,07/14/2016
4,N,0,2,wk2,13,Control,07/14/2016
4,E,0,12,wk2,13,Control,07/14/2016
4,S,0,1,wk2,13,Control,07/14/2016
4,W,,,wk2,13,Control,07/14/2016
4,N,1,3,wk2,14,Predator,07/14/2016
4,E,3,2,wk2,14,Predator,07/14/2016
4,S,1,0,wk2,14,Predator,07/14/2016
4,W,0,1,wk2,14,Predator,07/14/2016
4,N,0,3,wk2,15,Chemical,07/14/2016
4,E,1,7,wk2,15,Chemical,07/14/2016
4,S,0,1,wk2,15,Chemical,07/14/2016
4,W,0,0,wk2,15,Chemical,07/14/2016
4,N,2,0,wk2,16,Control,07/14/2016
4,E,0,1,wk2,16,Control,07/14/2016
4,S,1,0,wk2,16,Control,07/14/2016
4,W,0,0,wk2,16,Control,07/14/2016
4,N,0,3,wk2,17,Chemical,07/14/2016
4,E,0,5,wk2,17,Chemical,07/14/2016
4,S,0,0,wk2,17,Chemical,07/14/2016
4,W,0,2,wk2,17,Chemical,07/14/2016
4,N,0,3,wk2,18,Predator,07/14/2016
4,E,0,7,wk2,18,Predator,07/14/2016
4,S,0,5,wk2,18,Predator,07/14/2016
4,W,0,11,wk2,18,Predator,07/14/2016
4,N,0,2,wk2,19,Predator,07/14/2016
4,E,0,2,wk2,19,Predator,07/14/2016
4,S,0,1,wk2,19,Predator,07/14/2016
4,W,0,4,wk2,19,Predator,07/14/2016
4,N,0,10,wk2,20,Control,07/14/2016
4,E,0,3,wk2,20,Control,07/14/2016
4,S,0,1,wk2,20,Control,07/14/2016
4,W,0,2,wk2,20,Control,07/14/2016
4,N,0,0,wk2,21,Chemical,07/14/2016
4,E,4,2,wk2,21,Chemical,07/14/2016
4,S,0,3,wk2,21,Chemical,07/14/2016
4,W,0,4,wk2,21,Chemical,07/14/2016
0.5,N,0,4,wk3,1,Chemical,07/20/2016
0.5,E,2,1,wk3,1,Chemical,07/20/2016
0.5,S,3,12,wk3,1,Chemical,07/20/2016
0.5,W,1,3,wk3,1,Chemical,07/20/2016
0.5,N,0,6,wk3,2,Control,07/20/2016
0.5,E,0,3,wk3,2,Control,07/20/2016
0.5,S,1,2,wk3,2,Control,07/20/2016
0.5,W,1,11,wk3,2,Control,07/20/2016
0.5,N,0,2,wk3,3,Predator,07/20/2016
0.5,E,0,2,wk3,3,Predator,07/20/2016
0.5,S,1,0,wk3,3,Predator,07/20/2016
0.5,W,0,2,wk3,3,Predator,07/20/2016
0.5,N,0,6,wk3,4,Chemical,07/20/2016
0.5,E,2,1,wk3,4,Chemical,07/20/2016
0.5,S,0,0,wk3,4,Chemical,07/20/2016
0.5,W,0,0,wk3,4,Chemical,07/20/2016
0.5,N,0,2,wk3,5,Predator,07/20/2016
0.5,E,0,0,wk3,5,Predator,07/20/2016
0.5,S,1,0,wk3,5,Predator,07/20/2016
0.5,W,0,2,wk3,5,Predator,07/20/2016
0.5,N,0,0,wk3,6,Control,07/20/2016
0.5,E,0,2,wk3,6,Control,07/20/2016
0.5,S,3,2,wk3,6,Control,07/20/2016
0.5,W,0,5,wk3,6,Control,07/20/2016
0.5,N,0,5,wk3,7,Control,07/20/2016
0.5,E,1,0,wk3,7,Control,07/20/2016
0.5,S,0,0,wk3,7,Control,07/20/2016
0.5,W,1,1,wk3,7,Control,07/20/2016
0.5,N,0,16,wk3,8,Chemical,07/20/2016
0.5,E,0,16,wk3,8,Chemical,07/20/2016
0.5,S,1,20,wk3,8,Chemical,07/20/2016
0.5,W,0,11,wk3,8,Chemical,07/20/2016
0.5,N,0,0,wk3,9,Predator,07/20/2016
0.5,E,0,0,wk3,9,Predator,07/20/2016
0.5,S,2,3,wk3,9,Predator,07/20/2016
0.5,W,0,1,wk3,9,Predator,07/20/2016
0.5,N,0,2,wk3,10,Chemical,07/20/2016
0.5,E,0,0,wk3,10,Chemical,07/20/2016
0.5,S,0,0,wk3,10,Chemical,07/20/2016
0.5,W,0,3,wk3,10,Chemical,07/20/2016
0.5,N,0,0,wk3,11,Predator,07/20/2016
0.5,E,0,0,wk3,11,Predator,07/20/2016
0.5,S,0,0,wk3,11,Predator,07/20/2016
0.5,W,0,0,wk3,11,Predator,07/20/2016
0.5,N,0,0,wk3,12,Control,07/20/2016
0.5,E,1,2,wk3,12,Control,07/20/2016
0.5,S,0,3,wk3,12,Control,07/20/2016
0.5,N,0,4,wk3,13,Control,07/20/2016
0.5,E,0,5,wk3,13,Control,07/20/2016
0.5,S,1,0,wk3,13,Control,07/20/2016
0.5,W,0,5,wk3,13,Control,07/20/2016
0.5,N,0,1,wk3,14,Predator,07/20/2016
0.5,E,1,0,wk3,14,Predator,07/20/2016
0.5,S,0,0,wk3,14,Predator,07/20/2016
0.5,W,0,0,wk3,14,Predator,07/20/2016
0.5,N,0,0,wk3,15,Chemical,07/20/2016
0.5,E,0,0,wk3,15,Chemical,07/20/2016
0.5,S,0,0,wk3,15,Chemical,07/20/2016
0.5,W,0,2,wk3,15,Chemical,07/20/2016
0.5,N,0,2,wk3,16,Control,07/20/2016
0.5,E,0,0,wk3,16,Control,07/20/2016
0.5,S,0,0,wk3,16,Control,07/20/2016
0.5,W,0,4,wk3,16,Control,07/20/2016
0.5,N,0,0,wk3,17,Chemical,07/20/2016
0.5,E,1,0,wk3,17,Chemical,07/20/2016
0.5,S,1,0,wk3,17,Chemical,07/20/2016
0.5,W,1,0,wk3,17,Chemical,07/20/2016
0.5,N,0,3,wk3,18,Predator,07/20/2016
0.5,E,0,0,wk3,18,Predator,07/20/2016
0.5,S,0,0,wk3,18,Predator,07/20/2016
0.5,W,0,4,wk3,18,Predator,07/20/2016
0.5,N,0,1,wk3,19,Predator,07/20/2016
0.5,E,0,1,wk3,19,Predator,07/20/2016
0.5,S,0,0,wk3,19,Predator,07/20/2016
0.5,W,0,1,wk3,19,Predator,07/20/2016
0.5,N,0,1,wk3,20,Control,07/20/2016
0.5,E,0,0,wk3,20,Control,07/20/2016
0.5,S,0,7,wk3,20,Control,07/20/2016
0.5,W,1,0,wk3,20,Control,07/20/2016
0.5,N,0,0,wk3,21,Chemical,07/20/2016
0.5,E,0,0,wk3,21,Chemical,07/20/2016
0.5,S,0,1,wk3,21,Chemical,07/20/2016
0.5,W,1,5,wk3,21,Chemical,07/20/2016
1,N,0,4,wk3,1,Chemical,07/20/2016
1,E,1,4,wk3,1,Chemical,07/20/2016
1,S,1,4,wk3,1,Chemical,07/20/2016
1,W,0,1,wk3,1,Chemical,07/20/2016
1,N,0,3,wk3,2,Control,07/20/2016
1,E,1,10,wk3,2,Control,07/20/2016
1,S,0,18,wk3,2,Control,07/20/2016
1,W,1,9,wk3,2,Control,07/20/2016
1,N,0,2,wk3,3,Predator,07/20/2016
1,E,0,9,wk3,3,Predator,07/20/2016
1,S,0,0,wk3,3,Predator,07/20/2016
1,W,1,2,wk3,3,Predator,07/20/2016
1,N,0,4,wk3,4,Chemical,07/20/2016
1,E,0,0,wk3,4,Chemical,07/20/2016
1,S,2,0,wk3,4,Chemical,07/20/2016
1,W,0,1,wk3,4,Chemical,07/20/2016
1,N,0,0,wk3,5,Predator,07/20/2016
1,E,0,2,wk3,5,Predator,07/20/2016
1,S,0,7,wk3,5,Predator,07/20/2016
1,W,0,2,wk3,5,Predator,07/20/2016
1,N,0,1,wk3,6,Control,07/20/2016
1,E,1,44,wk3,6,Control,07/20/2016
1,S,0,0,wk3,6,Control,07/20/2016
1,W,0,2,wk3,6,Control,07/20/2016
1,N,0,8,wk3,7,Control,07/20/2016
1,E,2,0,wk3,7,Control,07/20/2016
1,S,1,0,wk3,7,Control,07/20/2016
1,W,0,2,wk3,7,Control,07/20/2016
1,N,0,0,wk3,8,Chemical,07/20/2016
1,E,1,0,wk3,8,Chemical,07/20/2016
1,S,1,2,wk3,8,Chemical,07/20/2016
1,W,0,0,wk3,8,Chemical,07/20/2016
1,N,1,3,wk3,9,Predator,07/20/2016
1,E,0,3,wk3,9,Predator,07/20/2016
1,S,0,0,wk3,9,Predator,07/20/2016
1,W,1,8,wk3,9,Predator,07/20/2016
1,N,0,1,wk3,10,Chemical,07/20/2016
1,E,0,0,wk3,10,Chemical,07/20/2016
1,S,0,9,wk3,10,Chemical,07/20/2016
1,W,0,2,wk3,10,Chemical,07/20/2016
1,N,0,8,wk3,11,Predator,07/20/2016
1,E,0,0,wk3,11,Predator,07/20/2016
1,S,0,12,wk3,11,Predator,07/20/2016
1,W,0,0,wk3,11,Predator,07/20/2016
1,N,0,0,wk3,12,Control,07/20/2016
1,E,0,0,wk3,12,Control,07/20/2016
1,S,0,0,wk3,12,Control,07/20/2016
1,N,0,0,wk3,13,Control,07/20/2016
1,E,0,0,wk3,13,Control,07/20/2016
1,S,0,1,wk3,13,Control,07/20/2016
1,W,0,3,wk3,13,Control,07/20/2016
1,N,0,2,wk3,14,Predator,07/20/2016
1,E,0,0,wk3,14,Predator,07/20/2016
1,S,0,0,wk3,14,Predator,07/20/2016
1,W,0,8,wk3,14,Predator,07/20/2016
1,N,1,0,wk3,15,Chemical,07/20/2016
1,E,0,1,wk3,15,Chemical,07/20/2016
1,S,1,0,wk3,15,Chemical,07/20/2016
1,W,1,2,wk3,15,Chemical,07/20/2016
1,N,1,1,wk3,16,Control,07/20/2016
1,E,0,0,wk3,16,Control,07/20/2016
1,S,0,0,wk3,16,Control,07/20/2016
1,W,0,8,wk3,16,Control,07/20/2016
1,N,0,0,wk3,17,Chemical,07/20/2016
1,E,1,0,wk3,17,Chemical,07/20/2016
1,S,0,0,wk3,17,Chemical,07/20/2016
1,W,0,0,wk3,17,Chemical,07/20/2016
1,N,0,0,wk3,18,Predator,07/20/2016
1,E,1,0,wk3,18,Predator,07/20/2016
1,S,0,0,wk3,18,Predator,07/20/2016
1,W,0,3,wk3,18,Predator,07/20/2016
1,N,0,0,wk3,19,Predator,07/20/2016
1,E,0,1,wk3,19,Predator,07/20/2016
1,S,0,0,wk3,19,Predator,07/20/2016
1,W,0,0,wk3,19,Predator,07/20/2016
1,N,0,2,wk3,20,Control,07/20/2016
1,E,0,1,wk3,20,Control,07/20/2016
1,S,0,2,wk3,20,Control,07/20/2016
1,W,0,1,wk3,20,Control,07/20/2016
1,N,0,1,wk3,21,Chemical,07/20/2016
1,E,1,1,wk3,21,Chemical,07/20/2016
1,S,0,0,wk3,21,Chemical,07/20/2016
1,W,1,1,wk3,21,Chemical,07/20/2016
2,N,3,6,wk3,1,Chemical,07/20/2016
2,E,4,5,wk3,1,Chemical,07/20/2016
2,S,1,1,wk3,1,Chemical,07/20/2016
2,W,3,1,wk3,1,Chemical,07/20/2016
2,N,0,,wk3,2,Control,07/20/2016
2,E,0,2,wk3,2,Control,07/20/2016
2,S,0,3,wk3,2,Control,07/20/2016
2,W,0,0,wk3,2,Control,07/20/2016
2,N,0,0,wk3,3,Predator,07/20/2016
2,E,0,4,wk3,3,Predator,07/20/2016
2,S,0,2,wk3,3,Predator,07/20/2016
2,W,2,4,wk3,3,Predator,07/20/2016
2,N,4,4,wk3,4,Chemical,07/20/2016
2,E,1,1,wk3,4,Chemical,07/20/2016
2,S,1,6,wk3,4,Chemical,07/20/2016
2,W,2,2,wk3,4,Chemical,07/20/2016
2,N,0,2,wk3,5,Predator,07/20/2016
2,E,2,1,wk3,5,Predator,07/20/2016
2,S,1,0,wk3,5,Predator,07/20/2016
2,W,0,2,wk3,5,Predator,07/20/2016
2,N,0,7,wk3,6,Control,07/20/2016
2,E,0,0,wk3,6,Control,07/20/2016
2,S,1,0,wk3,6,Control,07/20/2016
2,W,0,2,wk3,6,Control,07/20/2016
2,N,1,1,wk3,7,Control,07/20/2016
2,E,0,3,wk3,7,Control,07/20/2016
2,S,0,3,wk3,7,Control,07/20/2016
2,W,0,0,wk3,7,Control,07/20/2016
2,N,0,0,wk3,8,Chemical,07/20/2016
2,E,0,2,wk3,8,Chemical,07/20/2016
2,S,0,3,wk3,8,Chemical,07/20/2016
2,W,1,0,wk3,8,Chemical,07/20/2016
2,N,0,1,wk3,9,Predator,07/20/2016
2,E,0,0,wk3,9,Predator,07/20/2016
2,S,2,1,wk3,9,Predator,07/20/2016
2,W,2,0,wk3,9,Predator,07/20/2016
2,N,0,3,wk3,10,Chemical,07/20/2016
2,E,0,0,wk3,10,Chemical,07/20/2016
2,S,4,2,wk3,10,Chemical,07/20/2016
2,W,0,5,wk3,10,Chemical,07/20/2016
2,N,0,0,wk3,11,Predator,07/20/2016
2,E,0,0,wk3,11,Predator,07/20/2016
2,S,0,0,wk3,11,Predator,07/20/2016
2,W,0,2,wk3,11,Predator,07/20/2016
2,N,1,0,wk3,12,Control,07/20/2016
2,E,0,0,wk3,12,Control,07/20/2016
2,S,0,0,wk3,12,Control,07/20/2016
2,N,0,0,wk3,13,Control,07/20/2016
2,E,0,0,wk3,13,Control,07/20/2016
2,S,1,1,wk3,13,Control,07/20/2016
2,W,0,7,wk3,13,Control,07/20/2016
2,N,0,0,wk3,14,Predator,07/20/2016
2,E,0,0,wk3,14,Predator,07/20/2016
2,S,0,0,wk3,14,Predator,07/20/2016
2,W,0,2,wk3,14,Predator,07/20/2016
2,N,0,2,wk3,15,Chemical,07/20/2016
2,E,0,3,wk3,15,Chemical,07/20/2016
2,S,0,0,wk3,15,Chemical,07/20/2016
2,W,1,7,wk3,15,Chemical,07/20/2016
2,N,0,0,wk3,16,Control,07/20/2016
2,E,0,0,wk3,16,Control,07/20/2016
2,S,0,0,wk3,16,Control,07/20/2016
2,W,0,12,wk3,16,Control,07/20/2016
2,N,0,3,wk3,17,Chemical,07/20/2016
2,E,0,3,wk3,17,Chemical,07/20/2016
2,S,0,0,wk3,17,Chemical,07/20/2016
2,W,0,4,wk3,17,Chemical,07/20/2016
2,N,1,2,wk3,18,Predator,07/20/2016
2,E,0,0,wk3,18,Predator,07/20/2016
2,S,0,0,wk3,18,Predator,07/20/2016
2,W,0,2,wk3,18,Predator,07/20/2016
2,N,0,8,wk3,19,Predator,07/20/2016
2,E,0,16,wk3,19,Predator,07/20/2016
2,S,1,1,wk3,19,Predator,07/20/2016
2,W,0,0,wk3,19,Predator,07/20/2016
2,N,0,0,wk3,20,Control,07/20/2016
2,E,0,0,wk3,20,Control,07/20/2016
2,S,0,0,wk3,20,Control,07/20/2016
2,W,1,1,wk3,20,Control,07/20/2016
2,N,0,2,wk3,21,Chemical,07/20/2016
2,E,0,1,wk3,21,Chemical,07/20/2016
2,S,0,0,wk3,21,Chemical,07/20/2016
2,W,0,0,wk3,21,Chemical,07/20/2016
4,N,1,0,wk3,1,Chemical,07/20/2016
4,E,1,22,wk3,1,Chemical,07/20/2016
4,S,2,1,wk3,1,Chemical,07/20/2016
4,W,1,0,wk3,1,Chemical,07/20/2016
4,N,1,5,wk3,2,Control,07/20/2016
4,E,0,4,wk3,2,Control,07/20/2016
4,S,1,16,wk3,2,Control,07/20/2016
4,W,4,1,wk3,2,Control,07/20/2016
4,N,1,1,wk3,3,Predator,07/20/2016
4,E,1,2,wk3,3,Predator,07/20/2016
4,S,0,4,wk3,3,Predator,07/20/2016
4,W,3,1,wk3,3,Predator,07/20/2016
4,N,1,1,wk3,4,Chemical,07/20/2016
4,E,1,0,wk3,4,Chemical,07/20/2016
4,S,0,1,wk3,4,Chemical,07/20/2016
4,W,0,1,wk3,4,Chemical,07/20/2016
4,N,1,0,wk3,5,Predator,07/20/2016
4,E,0,0,wk3,5,Predator,07/20/2016
4,S,0,2,wk3,5,Predator,07/20/2016
4,W,0,2,wk3,5,Predator,07/20/2016
4,N,0,1,wk3,6,Control,07/20/2016
4,E,0,5,wk3,6,Control,07/20/2016
4,S,1,1,wk3,6,Control,07/20/2016
4,W,0,4,wk3,6,Control,07/20/2016
4,N,0,3,wk3,7,Control,07/20/2016
4,E,0,1,wk3,7,Control,07/20/2016
4,S,3,1,wk3,7,Control,07/20/2016
4,W,0,6,wk3,7,Control,07/20/2016
4,N,0,1,wk3,8,Chemical,07/20/2016
4,E,1,0,wk3,8,Chemical,07/20/2016
4,S,0,6,wk3,8,Chemical,07/20/2016
4,W,1,14,wk3,8,Chemical,07/20/2016
4,N,2,5,wk3,9,Predator,07/20/2016
4,E,4,6,wk3,9,Predator,07/20/2016
4,S,2,0,wk3,9,Predator,07/20/2016
4,W,0,11,wk3,9,Predator,07/20/2016
4,N,0,0,wk3,10,Chemical,07/20/2016
4,E,1,2,wk3,10,Chemical,07/20/2016
4,S,0,16,wk3,10,Chemical,07/20/2016
4,W,1,0,wk3,10,Chemical,07/20/2016
4,N,1,2,wk3,11,Predator,07/20/2016
4,E,1,3,wk3,11,Predator,07/20/2016
4,S,0,1,wk3,11,Predator,07/20/2016
4,W,1,0,wk3,11,Predator,07/20/2016
4,N,0,4,wk3,12,Control,07/20/2016
4,E,1,0,wk3,12,Control,07/20/2016
4,S,3,3,wk3,12,Control,07/20/2016
4,N,0,2,wk3,13,Control,07/20/2016
4,E,0,0,wk3,13,Control,07/20/2016
4,S,2,0,wk3,13,Control,07/20/2016
4,W,0,15,wk3,13,Control,07/20/2016
4,N,0,0,wk3,14,Predator,07/20/2016
4,E,0,3,wk3,14,Predator,07/20/2016
4,S,0,3,wk3,14,Predator,07/20/2016
4,W,1,6,wk3,14,Predator,07/20/2016
4,N,0,0,wk3,15,Chemical,07/20/2016
4,E,3,2,wk3,15,Chemical,07/20/2016
4,S,1,2,wk3,15,Chemical,07/20/2016
4,W,0,1,wk3,15,Chemical,07/20/2016
4,N,0,0,wk3,16,Control,07/20/2016
4,E,0,2,wk3,16,Control,07/20/2016
4,S,0,0,wk3,16,Control,07/20/2016
4,W,0,0,wk3,16,Control,07/20/2016
4,N,0,4,wk3,17,Chemical,07/20/2016
4,E,0,0,wk3,17,Chemical,07/20/2016
4,S,0,0,wk3,17,Chemical,07/20/2016
4,W,0,0,wk3,17,Chemical,07/20/2016
4,N,0,0,wk3,18,Predator,07/20/2016
4,E,1,2,wk3,18,Predator,07/20/2016
4,S,0,0,wk3,18,Predator,07/20/2016
4,W,1,1,wk3,18,Predator,07/20/2016
4,N,0,4,wk3,19,Predator,07/20/2016
4,E,3,4,wk3,19,Predator,07/20/2016
4,S,0,1,wk3,19,Predator,07/20/2016
4,W,0,2,wk3,19,Predator,07/20/2016
4,N,1,0,wk3,20,Control,07/20/2016
4,E,1,0,wk3,20,Control,07/20/2016
4,S,0,2,wk3,20,Control,07/20/2016
4,W,1,5,wk3,20,Control,07/20/2016
4,N,1,0,wk3,21,Chemical,07/20/2016
4,E,4,4,wk3,21,Chemical,07/20/2016
4,S,0,12,wk3,21,Chemical,07/20/2016
4,W,0,10,wk3,21,Chemical,07/20/2016
0.5,N,0,2,wk4,1,Chemical,07/27/2016
0.5,E,1,1,wk4,1,Chemical,07/27/2016
0.5,S,0,0,wk4,1,Chemical,07/27/2016
0.5,W,0,1,wk4,1,Chemical,07/27/2016
0.5,N,0,0,wk4,2,Control,07/27/2016
0.5,E,1,3,wk4,2,Control,07/27/2016
0.5,S,0,0,wk4,2,Control,07/27/2016
0.5,W,0,1,wk4,2,Control,07/27/2016
0.5,N,0,0,wk4,3,Predator,07/27/2016
0.5,E,1,0,wk4,3,Predator,07/27/2016
0.5,S,2,0,wk4,3,Predator,07/27/2016
0.5,W,0,0,wk4,3,Predator,07/27/2016
0.5,N,0,0,wk4,4,Chemical,07/27/2016
0.5,E,0,0,wk4,4,Chemical,07/27/2016
0.5,S,0,0,wk4,4,Chemical,07/27/2016
0.5,W,1,0,wk4,4,Chemical,07/27/2016
0.5,N,0,1,wk4,5,Predator,07/27/2016
0.5,E,0,0,wk4,5,Predator,07/27/2016
0.5,S,1,0,wk4,5,Predator,07/27/2016
0.5,W,4,0,wk4,5,Predator,07/27/2016
0.5,N,0,0,wk4,6,Control,07/27/2016
0.5,E,0,3,wk4,6,Control,07/27/2016
0.5,S,0,0,wk4,6,Control,07/27/2016
0.5,W,1,2,wk4,6,Control,07/27/2016
0.5,N,0,4,wk4,7,Control,07/27/2016
0.5,E,1,0,wk4,7,Control,07/27/2016
0.5,S,1,0,wk4,7,Control,07/27/2016
0.5,W,1,2,wk4,7,Control,07/27/2016
0.5,N,0,0,wk4,8,Chemical,07/27/2016
0.5,E,0,0,wk4,8,Chemical,07/27/2016
0.5,S,0,0,wk4,8,Chemical,07/27/2016
0.5,W,1,0,wk4,8,Chemical,07/27/2016
0.5,N,1,0,wk4,9,Predator,07/27/2016
0.5,E,0,0,wk4,9,Predator,07/27/2016
0.5,S,0,0,wk4,9,Predator,07/27/2016
0.5,W,1,7,wk4,9,Predator,07/27/2016
0.5,N,0,1,wk4,10,Chemical,07/27/2016
0.5,E,0,2,wk4,10,Chemical,07/27/2016
0.5,S,0,1,wk4,10,Chemical,07/27/2016
0.5,W,0,0,wk4,10,Chemical,07/27/2016
0.5,N,0,0,wk4,11,Predator,07/27/2016
0.5,E,0,0,wk4,11,Predator,07/27/2016
0.5,S,0,0,wk4,11,Predator,07/27/2016
0.5,W,1,0,wk4,11,Predator,07/27/2016
0.5,N,0,2,wk4,12,Control,07/27/2016
0.5,E,0,2,wk4,12,Control,07/27/2016
0.5,S,1,0,wk4,12,Control,07/27/2016
0.5,W,1,1,wk4,12,Control,07/27/2016
0.5,N,0,4,wk4,13,Control,07/27/2016
0.5,E,0,5,wk4,13,Control,07/27/2016
0.5,S,1,0,wk4,13,Control,07/27/2016
0.5,W,0,2,wk4,13,Control,07/27/2016
0.5,N,0,0,wk4,14,Predator,07/27/2016
0.5,E,0,0,wk4,14,Predator,07/27/2016
0.5,S,0,0,wk4,14,Predator,07/27/2016
0.5,W,0,8,wk4,14,Predator,07/27/2016
0.5,N,1,0,wk4,15,Chemical,07/27/2016
0.5,E,1,2,wk4,15,Chemical,07/27/2016
0.5,S,0,2,wk4,15,Chemical,07/27/2016
0.5,W,0,7,wk4,15,Chemical,07/27/2016
0.5,N,0,2,wk4,16,Control,07/27/2016
0.5,E,0,18,wk4,16,Control,07/27/2016
0.5,S,0,0,wk4,16,Control,07/27/2016
0.5,W,0,2,wk4,16,Control,07/27/2016
0.5,N,0,0,wk4,17,Chemical,07/27/2016
0.5,E,0,1,wk4,17,Chemical,07/27/2016
0.5,S,0,0,wk4,17,Chemical,07/27/2016
0.5,W,0,0,wk4,17,Chemical,07/27/2016
0.5,N,0,0,wk4,18,Predator,07/27/2016
0.5,E,0,0,wk4,18,Predator,07/27/2016
0.5,S,0,2,wk4,18,Predator,07/27/2016
0.5,W,0,0,wk4,18,Predator,07/27/2016
0.5,N,0,0,wk4,19,Predator,07/27/2016
0.5,E,0,0,wk4,19,Predator,07/27/2016
0.5,S,0,1,wk4,19,Predator,07/27/2016
0.5,W,0,0,wk4,19,Predator,07/27/2016
0.5,N,0,1,wk4,20,Control,07/27/2016
0.5,E,0,0,wk4,20,Control,07/27/2016
0.5,S,0,0,wk4,20,Control,07/27/2016
0.5,W,0,1,wk4,20,Control,07/27/2016
0.5,N,0,1,wk4,21,Chemical,07/27/2016
0.5,E,0,16,wk4,21,Chemical,07/27/2016
0.5,S,0,7,wk4,21,Chemical,07/27/2016
0.5,W,1,1,wk4,21,Chemical,07/27/2016
1,N,1,0,wk4,1,Chemical,07/27/2016
