Replicate,Treatment,Distance(m),Direction,Eggs,Aphids,Date,temphigh,templow,precip,windspdmax
4,Chemical,2,N,0,3,07/09/16,26.8,17.2,,7.1
4,Chemical,4,N,1,3,07/09/16,26.8,17.2,,7.1
4,Chemical,0.5,E,1,1,07/09/16,26.8,17.2,,7.1
4,Chemical,1,E,1,0,07/09/16,26.8,17.2,,7.1
4,Chemical,2,E,3,2,07/09/16,26.8,17.2,,7.1
4,Chemical,4,E,1,2,07/09/16,26.8,17.2,,7.1
4,Chemical,0.5,S,2,0,07/09/16,26.8,17.2,,7.1
4,Chemical,1,S,2,1,07/09/16,26.8,17.2,,7.1
4,Chemical,2,S,1,12,07/09/16,26.8,17.2,,7.1
4,Chemical,4,S,0,1,07/09/16,26.8,17.2,,7.1
4,Chemical,0.5,W,1,4,07/09/16,26.8,17.2,,7.1
4,Chemical,1,W,1,2,07/09/16,26.8,17.2,,7.1
4,Chemical,2,W,4,3,07/09/16,26.8,17.2,,7.1
4,Chemical,4,W,5,0,07/09/16,26.8,17.2,,7.1
5,Predator,FOCAL,Center,0,0,07/09/16,26.8,17.2,,7.1
5,Predator,0.5,N,0,8,07/09/16,26.8,17.2,,7.1
5,Predator,1,N,0,0,07/09/16,26.8,17.2,,7.1
5,Predator,2,N,3,1,07/09/16,26.8,17.2,,7.1
5,Predator,4,N,0,0,07/09/16,26.8,17.2,,7.1
5,Predator,0.5,E,0,2,07/09/16,26.8,17.2,,7.1
5,Predator,1,E,1,0,07/09/16,26.8,17.2,,7.1
5,Predator,2,E,0,6,07/09/16,26.8,17.2,,7.1
5,Predator,4,E,3,2,07/09/16,26.8,17.2,,7.1
5,Predator,0.5,S,0,0,07/09/16,26.8,17.2,,7.1
5,Predator,1,S,1,6,07/09/16,26.8,17.2,,7.1
5,Predator,2,S,1,3,07/09/16,26.8,17.2,,7.1
5,Predator,4,S,2,8,07/09/16,26.8,17.2,,7.1
5,Predator,0.5,W,2,0,07/09/16,26.8,17.2,,7.1
5,Predator,1,W,2,4,07/09/16,26.8,17.2,,7.1
5,Predator,2,W,1,3,07/09/16,26.8,17.2,,7.1
5,Predator,4,W,2,0,07/09/16,26.8,17.2,,7.1
6,Control,FOCAL,Center,1,0,07/09/16,26.8,17.2,,7.1
6,Control,0.5,N,2,21,07/09/16,26.8,17.2,,7.1
6,Control,1,N,2,2,07/09/16,26.8,17.2,,7.1
6,Control,2,N,1,0,07/09/16,26.8,17.2,,7.1
6,Control,4,N,2,3,07/09/16,26.8,17.2,,7.1
6,Control,0.5,E,3,6,07/09/16,26.8,17.2,,7.1
6,Control,1,E,0,0,07/09/16,26.8,17.2,,7.1
6,Control,2,E,1,1,07/09/16,26.8,17.2,,7.1
6,Control,4,E,0,12,07/09/16,26.8,17.2,,7.1
6,Control,0.5,S,0,1,07/09/16,26.8,17.2,,7.1
6,Control,1,S,0,1,07/09/16,26.8,17.2,,7.1
6,Control,2,S,1,2,07/09/16,26.8,17.2,,7.1
6,Control,4,S,3,0,07/09/16,26.8,17.2,,7.1
6,Control,0.5,W,0,4,07/09/16,26.8,17.2,,7.1
6,Control,1,W,1,8,07/09/16,26.8,17.2,,7.1
6,Control,2,W,4,2,07/09/16,26.8,17.2,,7.1
6,Control,4,W,0,7,07/09/16,26.8,17.2,,7.1
7,Control,FOCAL,Center,0,0,07/09/16,26.8,17.2,,7.1
7,Control,0.5,N,0,4,07/09/16,26.8,17.2,,7.1
7,Control,1,N,1,1,07/09/16,26.8,17.2,,7.1
7,Control,2,N,1,7,07/09/16,26.8,17.2,,7.1
7,Control,4,N,1,0,07/09/16,26.8,17.2,,7.1
7,Control,0.5,E,0,8,07/09/16,26.8,17.2,,7.1
7,Control,1,E,0,2,07/09/16,26.8,17.2,,7.1
7,Control,2,E,1,3,07/09/16,26.8,17.2,,7.1
7,Control,4,E,0,1,07/09/16,26.8,17.2,,7.1
7,Control,0.5,S,0,0,07/09/16,26.8,17.2,,7.1
7,Control,1,S,0,0,07/09/16,26.8,17.2,,7.1
7,Control,2,S,0,5,07/09/16,26.8,17.2,,7.1
7,Control,4,S,0,0,07/09/16,26.8,17.2,,7.1
7,Control,0.5,W,0,4,07/09/16,26.8,17.2,,7.1
7,Control,1,W,0,4,07/09/16,26.8,17.2,,7.1
7,Control,2,W,0,3,07/09/16,26.8,17.2,,7.1
7,Control,4,W,0,1,07/09/16,26.8,17.2,,7.1
8,Chemical,FOCAL,Center,0,0,07/09/16,26.8,17.2,,7.1
8,Chemical,0.5,N,0,1,07/09/16,26.8,17.2,,7.1
8,Chemical,1,N,3,0,07/09/16,26.8,17.2,,7.1
8,Chemical,2,N,0,0,07/09/16,26.8,17.2,,7.1
8,Chemical,4,N,0,3,07/09/16,26.8,17.2,,7.1
8,Chemical,0.5,E,1,2,07/09/16,26.8,17.2,,7.1
8,Chemical,1,E,0,2,07/09/16,26.8,17.2,,7.1
8,Chemical,2,E,1,2,07/09/16,26.8,17.2,,7.1
8,Chemical,4,E,0,0,07/09/16,26.8,17.2,,7.1
8,Chemical,0.5,S,0,0,07/09/16,26.8,17.2,,7.1
8,Chemical,1,S,1,1,07/09/16,26.8,17.2,,7.1
8,Chemical,2,S,0,3,07/09/16,26.8,17.2,,7.1
8,Chemical,4,S,0,2,07/09/16,26.8,17.2,,7.1
8,Chemical,0.5,W,0,0,07/09/16,26.8,17.2,,7.1
8,Chemical,1,W,1,7,07/09/16,26.8,17.2,,7.1
8,Chemical,2,W,1,3,07/09/16,26.8,17.2,,7.1
8,Chemical,4,W,1,2,07/09/16,26.8,17.2,,7.1
9,Predator,FOCAL,Center,0,0,07/09/16,26.8,17.2,,7.1
9,Predator,0.5,N,0,0,07/09/16,26.8,17.2,,7.1
9,Predator,1,N,0,5,07/09/16,26.8,17.2,,7.1
9,Predator,2,N,3,1,07/09/16,26.8,17.2,,7.1
9,Predator,4,N,1,4,07/09/16,26.8,17.2,,7.1
9,Predator,0.5,E,1,5,07/09/16,26.8,17.2,,7.1
9,Predator,1,E,1,0,07/09/16,26.8,17.2,,7.1
9,Predator,2,E,4,2,07/09/16,26.8,17.2,,7.1
9,Predator,4,E,2,0,07/09/16,26.8,17.2,,7.1
9,Predator,0.5,S,0,0,07/09/16,26.8,17.2,,7.1
9,Predator,1,S,0,7,07/09/16,26.8,17.2,,7.1
9,Predator,2,S,0,0,07/09/16,26.8,17.2,,7.1
9,Predator,4,S,0,5,07/09/16,26.8,17.2,,7.1
9,Predator,0.5,W,0,2,07/09/16,26.8,17.2,,7.1
9,Predator,1,W,3,4,07/09/16,26.8,17.2,,7.1
9,Predator,2,W,1,1,07/09/16,26.8,17.2,,7.1
9,Predator,4,W,1,0,07/09/16,26.8,17.2,,7.1
10,Chemical,FOCAL,Center,0,3,07/09/16,26.8,17.2,,7.1
10,Chemical,0.5,N,0,0,07/09/16,26.8,17.2,,7.1
10,Chemical,1,N,0,4,07/09/16,26.8,17.2,,7.1
10,Chemical,2,N,0,3,07/09/16,26.8,17.2,,7.1
10,Chemical,4,N,0,0,07/09/16,26.8,17.2,,7.1
10,Chemical,0.5,E,1,1,07/09/16,26.8,17.2,,7.1
10,Chemical,1,E,0,1,07/09/16,26.8,17.2,,7.1
10,Chemical,2,E,3,5,07/09/16,26.8,17.2,,7.1
10,Chemical,4,E,0,4,07/09/16,26.8,17.2,,7.1
10,Chemical,0.5,S,1,2,07/09/16,26.8,17.2,,7.1
10,Chemical,1,S,0,1,07/09/16,26.8,17.2,,7.1
10,Chemical,2,S,0,1,07/09/16,26.8,17.2,,7.1
10,Chemical,4,S,0,2,07/09/16,26.8,17.2,,7.1
10,Chemical,0.5,W,0,9,07/09/16,26.8,17.2,,7.1
10,Chemical,1,W,3,11,07/09/16,26.8,17.2,,7.1
10,Chemical,2,W,0,1,07/09/16,26.8,17.2,,7.1
10,Chemical,4,W,0,4,07/09/16,26.8,17.2,,7.1
11,Predator,FOCAL,Center,1,0,07/09/16,26.8,17.2,,7.1
11,Predator,0.5,N,0,4,07/09/16,26.8,17.2,,7.1
11,Predator,1,N,0,1,07/09/16,26.8,17.2,,7.1
11,Predator,2,N,1,4,07/09/16,26.8,17.2,,7.1
11,Predator,4,N,1,2,07/09/16,26.8,17.2,,7.1
11,Predator,0.5,E,0,0,07/09/16,26.8,17.2,,7.1
11,Predator,1,E,0,0,07/09/16,26.8,17.2,,7.1
11,Predator,2,E,0,0,07/09/16,26.8,17.2,,7.1
11,Predator,4,E,0,2,07/09/16,26.8,17.2,,7.1
11,Predator,0.5,S,1,1,07/09/16,26.8,17.2,,7.1
11,Predator,1,S,0,0,07/09/16,26.8,17.2,,7.1
11,Predator,2,S,0,2,07/09/16,26.8,17.2,,7.1
11,Predator,4,S,4,0,07/09/16,26.8,17.2,,7.1
11,Predator,0.5,W,0,0,07/09/16,26.8,17.2,,7.1
11,Predator,1,W,1,0,07/09/16,26.8,17.2,,7.1
11,Predator,2,W,0,1,07/09/16,26.8,17.2,,7.1
11,Predator,4,W,0,0,07/09/16,26.8,17.2,,7.1
13,Control,FOCAL,Center,0,1,07/09/16,26.8,17.2,,7.1
13,Control,0.5,N,0,1,07/09/16,26.8,17.2,,7.1
13,Control,1,N,1,2,07/09/16,26.8,17.2,,7.1
13,Control,2,N,3,0,07/09/16,26.8,17.2,,7.1
13,Control,4,N,2,0,07/09/16,26.8,17.2,,7.1
13,Control,0.5,E,0,0,07/09/16,26.8,17.2,,7.1
13,Control,1,E,0,2,07/09/16,26.8,17.2,,7.1
13,Control,2,E,0,3,07/09/16,26.8,17.2,,7.1
13,Control,4,E,1,1,07/09/16,26.8,17.2,,7.1
13,Control,0.5,S,1,1,07/09/16,26.8,17.2,,7.1
13,Control,1,S,1,2,07/09/16,26.8,17.2,,7.1
13,Control,2,S,0,1,07/09/16,26.8,17.2,,7.1
13,Control,4,S,2,1,07/09/16,26.8,17.2,,7.1
13,Control,0.5,W,0,6,07/09/16,26.8,17.2,,7.1
13,Control,1,W,1,6,07/09/16,26.8,17.2,,7.1
13,Control,2,W,1,3,07/09/16,26.8,17.2,,7.1
13,Control,4,W,7,0,07/09/16,26.8,17.2,,7.1
14,Predator,FOCAL,Center,0,0,07/09/16,26.8,17.2,,7.1
14,Predator,0.5,N,0,0,07/09/16,26.8,17.2,,7.1
14,Predator,1,N,1,0,07/09/16,26.8,17.2,,7.1
14,Predator,2,N,1,0,07/09/16,26.8,17.2,,7.1
14,Predator,4,N,0,7,07/09/16,26.8,17.2,,7.1
14,Predator,0.5,E,0,0,07/09/16,26.8,17.2,,7.1
14,Predator,1,E,0,0,07/09/16,26.8,17.2,,7.1
14,Predator,2,E,0,0,07/09/16,26.8,17.2,,7.1
14,Predator,4,E,0,0,07/09/16,26.8,17.2,,7.1
14,Predator,0.5,S,0,1,07/09/16,26.8,17.2,,7.1
14,Predator,1,S,0,0,07/09/16,26.8,17.2,,7.1
14,Predator,2,S,2,0,07/09/16,26.8,17.2,,7.1
14,Predator,4,S,0,1,07/09/16,26.8,17.2,,7.1
14,Predator,0.5,W,0,2,07/09/16,26.8,17.2,,7.1
14,Predator,1,W,0,0,07/09/16,26.8,17.2,,7.1
14,Predator,2,W,0,0,07/09/16,26.8,17.2,,7.1
14,Predator,4,W,0,2,07/09/16,26.8,17.2,,7.1
15,Chemical,FOCAL,Center,0,0,07/09/16,26.8,17.2,,7.1
15,Chemical,0.5,N,0,1,07/09/16,26.8,17.2,,7.1
15,Chemical,1,N,2,1,07/09/16,26.8,17.2,,7.1
15,Chemical,2,N,4,2,07/09/16,26.8,17.2,,7.1
15,Chemical,4,N,1,9,07/09/16,26.8,17.2,,7.1
15,Chemical,0.5,E,1,5,07/09/16,26.8,17.2,,7.1
15,Chemical,1,E,2,2,07/09/16,26.8,17.2,,7.1
15,Chemical,2,E,0,4,07/09/16,26.8,17.2,,7.1
15,Chemical,4,E,2,4,07/09/16,26.8,17.2,,7.1
15,Chemical,0.5,S,0,1,07/09/16,26.8,17.2,,7.1
15,Chemical,1,S,0,4,07/09/16,26.8,17.2,,7.1
15,Chemical,2,S,0,0,07/09/16,26.8,17.2,,7.1
15,Chemical,4,S,3,9,07/09/16,26.8,17.2,,7.1
15,Chemical,0.5,W,0,4,07/09/16,26.8,17.2,,7.1
15,Chemical,1,W,1,0,07/09/16,26.8,17.2,,7.1
15,Chemical,2,W,0,0,07/09/16,26.8,17.2,,7.1
15,Chemical,4,W,2,2,07/09/16,26.8,17.2,,7.1
16,Control,FOCAL,Center,0,0,07/09/16,26.8,17.2,,7.1
16,Control,0.5,N,1,1,07/09/16,26.8,17.2,,7.1
16,Control,1,N,0,2,07/09/16,26.8,17.2,,7.1
16,Control,2,N,0,2,07/09/16,26.8,17.2,,7.1
16,Control,4,N,0,0,07/09/16,26.8,17.2,,7.1
16,Control,0.5,E,0,4,07/09/16,26.8,17.2,,7.1
16,Control,1,E,1,2,07/09/16,26.8,17.2,,7.1
16,Control,2,E,0,0,07/09/16,26.8,17.2,,7.1
16,Control,4,E,2,3,07/09/16,26.8,17.2,,7.1
16,Control,0.5,S,0,0,07/09/16,26.8,17.2,,7.1
16,Control,1,S,1,2,07/09/16,26.8,17.2,,7.1
16,Control,2,S,2,0,07/09/16,26.8,17.2,,7.1
16,Control,4,S,0,1,07/09/16,26.8,17.2,,7.1
16,Control,0.5,W,0,2,07/09/16,26.8,17.2,,7.1
16,Control,1,W,1,2,07/09/16,26.8,17.2,,7.1
16,Control,2,W,1,3,07/09/16,26.8,17.2,,7.1
16,Control,4,W,1,0,07/09/16,26.8,17.2,,7.1
17,Chemical,FOCAL,Center,0,0,07/09/16,26.8,17.2,,7.1
17,Chemical,0.5,N,0,10,07/09/16,26.8,17.2,,7.1
17,Chemical,1,N,2,0,07/09/16,26.8,17.2,,7.1
17,Chemical,2,N,1,0,07/09/16,26.8,17.2,,7.1
17,Chemical,4,N,0,1,07/09/16,26.8,17.2,,7.1
17,Chemical,0.5,E,1,1,07/09/16,26.8,17.2,,7.1
17,Chemical,1,E,4,0,07/09/16,26.8,17.2,,7.1
17,Chemical,2,E,0,0,07/09/16,26.8,17.2,,7.1
17,Chemical,4,E,0,1,07/09/16,26.8,17.2,,7.1
17,Chemical,0.5,S,1,1,07/09/16,26.8,17.2,,7.1
17,Chemical,1,S,0,0,07/09/16,26.8,17.2,,7.1
17,Chemical,2,S,1,2,07/09/16,26.8,17.2,,7.1
17,Chemical,4,S,1,5,07/09/16,26.8,17.2,,7.1
17,Chemical,0.5,W,1,1,07/09/16,26.8,17.2,,7.1
17,Chemical,1,W,1,0,07/09/16,26.8,17.2,,7.1
17,Chemical,2,W,2,0,07/09/16,26.8,17.2,,7.1
17,Chemical,4,W,1,1,07/09/16,26.8,17.2,,7.1
18,Predator,FOCAL,Center,0,0,07/09/16,26.8,17.2,,7.1
18,Predator,0.5,N,0,7,07/09/16,26.8,17.2,,7.1
18,Predator,1,N,1,7,07/09/16,26.8,17.2,,7.1
18,Predator,2,N,2,1,07/09/16,26.8,17.2,,7.1
18,Predator,4,N,0,1,07/09/16,26.8,17.2,,7.1
18,Predator,0.5,E,1,3,07/09/16,26.8,17.2,,7.1
18,Predator,1,E,1,1,07/09/16,26.8,17.2,,7.1
18,Predator,2,E,0,1,07/09/16,26.8,17.2,,7.1
18,Predator,4,E,0,2,07/09/16,26.8,17.2,,7.1
18,Predator,0.5,S,1,13,07/09/16,26.8,17.2,,7.1
18,Predator,1,S,1,4,07/09/16,26.8,17.2,,7.1
18,Predator,2,S,0,0,07/09/16,26.8,17.2,,7.1
18,Predator,4,S,0,3,07/09/16,26.8,17.2,,7.1
18,Predator,0.5,W,0,1,07/09/16,26.8,17.2,,7.1
18,Predator,1,W,1,3,07/09/16,26.8,17.2,,7.1
18,Predator,2,W,0,2,07/09/16,26.8,17.2,,7.1
18,Predator,4,W,1,0,07/09/16,26.8,17.2,,7.1
19,Predator,FOCAL,Center,1,6,07/09/16,26.8,17.2,,7.1
19,Predator,0.5,N,5,4,07/09/16,26.8,17.2,,7.1
19,Predator,1,N,1,2,07/09/16,26.8,17.2,,7.1
19,Predator,2,N,1,6,07/09/16,26.8,17.2,,7.1
19,Predator,4,N,0,3,07/09/16,26.8,17.2,,7.1
19,Predator,0.5,E,2,1,07/09/16,26.8,17.2,,7.1
19,Predator,1,E,3,5,07/09/16,26.8,17.2,,7.1
19,Predator,2,E,1,4,07/09/16,26.8,17.2,,7.1
19,Predator,4,E,2,1,07/09/16,26.8,17.2,,7.1
19,Predator,0.5,S,2,2,07/09/16,26.8,17.2,,7.1
19,Predator,1,S,2,0,07/09/16,26.8,17.2,,7.1
19,Predator,2,S,5,0,07/09/16,26.8,17.2,,7.1
19,Predator,4,S,0,4,07/09/16,26.8,17.2,,7.1
19,Predator,0.5,W,1,4,07/09/16,26.8,17.2,,7.1
19,Predator,1,W,2,1,07/09/16,26.8,17.2,,7.1
19,Predator,2,W,3,1,07/09/16,26.8,17.2,,7.1
19,Predator,4,W,0,0,07/09/16,26.8,17.2,,7.1
20,Control,FOCAL,Center,0,1,07/09/16,26.8,17.2,,7.1
20,Control,0.5,N,0,0,07/09/16,26.8,17.2,,7.1
20,Control,1,N,1,1,07/09/16,26.8,17.2,,7.1
20,Control,2,N,0,1,07/09/16,26.8,17.2,,7.1
20,Control,4,N,1,2,07/09/16,26.8,17.2,,7.1
20,Control,0.5,E,0,0,07/09/16,26.8,17.2,,7.1
20,Control,1,E,0,1,07/09/16,26.8,17.2,,7.1
20,Control,2,E,0,1,07/09/16,26.8,17.2,,7.1
20,Control,4,E,0,0,07/09/16,26.8,17.2,,7.1
20,Control,0.5,S,0,0,07/09/16,26.8,17.2,,7.1
20,Control,1,S,1,0,07/09/16,26.8,17.2,,7.1
20,Control,2,S,0,0,07/09/16,26.8,17.2,,7.1
20,Control,4,S,1,0,07/09/16,26.8,17.2,,7.1
20,Control,0.5,W,0,3,07/09/16,26.8,17.2,,7.1
20,Control,1,W,0,6,07/09/16,26.8,17.2,,7.1
20,Control,2,W,0,0,07/09/16,26.8,17.2,,7.1
20,Control,4,W,1,1,07/09/16,26.8,17.2,,7.1
21,Chemical,FOCAL,Center,1,0,07/09/16,26.8,17.2,,7.1
21,Chemical,0.5,N,1,2,07/09/16,26.8,17.2,,7.1
21,Chemical,1,N,0,3,07/09/16,26.8,17.2,,7.1
21,Chemical,2,N,1,0,07/09/16,26.8,17.2,,7.1
21,Chemical,4,N,2,5,07/09/16,26.8,17.2,,7.1
21,Chemical,0.5,E,1,1,07/09/16,26.8,17.2,,7.1
21,Chemical,1,E,0,0,07/09/16,26.8,17.2,,7.1
21,Chemical,2,E,0,0,07/09/16,26.8,17.2,,7.1
21,Chemical,4,E,4,2,07/09/16,26.8,17.2,,7.1
21,Chemical,0.5,S,1,4,07/09/16,26.8,17.2,,7.1
21,Chemical,1,S,0,2,07/09/16,26.8,17.2,,7.1
21,Chemical,2,S,1,1,07/09/16,26.8,17.2,,7.1
21,Chemical,4,S,1,4,07/09/16,26.8,17.2,,7.1
21,Chemical,0.5,W,0,5,07/09/16,26.8,17.2,,7.1
21,Chemical,1,W,1,5,07/09/16,26.8,17.2,,7.1
21,Chemical,2,W,0,1,07/09/16,26.8,17.2,,7.1
21,Chemical,4,W,1,2,07/09/16,26.8,17.2,,7.1
1,Chemical,FOCAL,Center,0,11,07/14/16,30.6,19.4,,11.2
1,Chemical,0.5,N,0,34,07/14/16,30.6,19.4,,11.2
1,Chemical,1,N,0,22,07/14/16,30.6,19.4,,11.2
1,Chemical,2,N,0,8,07/14/16,30.6,19.4,,11.2
1,Chemical,4,N,3,0,07/14/16,30.6,19.4,,11.2
1,Chemical,0.5,E,0,19,07/14/16,30.6,19.4,,11.2
1,Chemical,1,E,0,15,07/14/16,30.6,19.4,,11.2
1,Chemical,2,E,0,4,07/14/16,30.6,19.4,,11.2
1,Chemical,4,E,0,6,07/14/16,30.6,19.4,,11.2
1,Chemical,0.5,S,0,9,07/14/16,30.6,19.4,,11.2
1,Chemical,1,S,0,12,07/14/16,30.6,19.4,,11.2
1,Chemical,2,S,0,10,07/14/16,30.6,19.4,,11.2
1,Chemical,4,S,0,1,07/14/16,30.6,19.4,,11.2
1,Chemical,0.5,W,0,12,07/14/16,30.6,19.4,,11.2
1,Chemical,1,W,1,0,07/14/16,30.6,19.4,,11.2
1,Chemical,2,W,0,20,07/14/16,30.6,19.4,,11.2
1,Chemical,4,W,0,13,07/14/16,30.6,19.4,,11.2
2,Control,FOCAL,Center,0,5,07/14/16,30.6,19.4,,11.2
2,Control,0.5,N,0,29,07/14/16,30.6,19.4,,11.2
2,Control,1,N,0,0,07/14/16,30.6,19.4,,11.2
2,Control,2,N,0,7,07/14/16,30.6,19.4,,11.2
2,Control,4,N,0,17,07/14/16,30.6,19.4,,11.2
2,Control,0.5,E,0,4,07/14/16,30.6,19.4,,11.2
2,Control,1,E,0,14,07/14/16,30.6,19.4,,11.2
2,Control,2,E,1,34,07/14/16,30.6,19.4,,11.2
2,Control,4,E,1,14,07/14/16,30.6,19.4,,11.2
2,Control,0.5,S,0,4,07/14/16,30.6,19.4,,11.2
2,Control,1,S,0,4,07/14/16,30.6,19.4,,11.2
2,Control,2,S,0,12,07/14/16,30.6,19.4,,11.2
2,Control,4,S,0,11,07/14/16,30.6,19.4,,11.2
2,Control,0.5,W,0,4,07/14/16,30.6,19.4,,11.2
2,Control,1,W,1,11,07/14/16,30.6,19.4,,11.2
2,Control,2,W,0,5,07/14/16,30.6,19.4,,11.2
2,Control,4,W,0,11,07/14/16,30.6,19.4,,11.2
3,Predator,FOCAL,Center,0,3,07/14/16,30.6,19.4,,11.2
3,Predator,0.5,N,0,22,07/14/16,30.6,19.4,,11.2
3,Predator,1,N,0,1,07/14/16,30.6,19.4,,11.2
3,Predator,2,N,0,1,07/14/16,30.6,19.4,,11.2
3,Predator,4,N,0,0,07/14/16,30.6,19.4,,11.2
3,Predator,0.5,E,0,0,07/14/16,30.6,19.4,,11.2
3,Predator,1,E,0,9,07/14/16,30.6,19.4,,11.2
3,Predator,2,E,1,0,07/14/16,30.6,19.4,,11.2
3,Predator,4,E,0,2,07/14/16,30.6,19.4,,11.2
3,Predator,0.5,S,0,2,07/14/16,30.6,19.4,,11.2
3,Predator,1,S,0,8,07/14/16,30.6,19.4,,11.2
3,Predator,2,S,1,1,07/14/16,30.6,19.4,,11.2
3,Predator,4,S,0,8,07/14/16,30.6,19.4,,11.2
3,Predator,0.5,W,2,0,07/14/16,30.6,19.4,,11.2
3,Predator,1,W,0,0,07/14/16,30.6,19.4,,11.2
3,Predator,2,W,0,5,07/14/16,30.6,19.4,,11.2
3,Predator,4,W,0,0,07/14/16,30.6,19.4,,11.2
4,Chemical,FOCAL,Center,0,0,07/14/16,30.6,19.4,,11.2
4,Chemical,0.5,N,0,18,07/14/16,30.6,19.4,,11.2
4,Chemical,1,N,0,0,07/14/16,30.6,19.4,,11.2
4,Chemical,2,N,0,14,07/14/16,30.6,19.4,,11.2
4,Chemical,4,N,0,27,07/14/16,30.6,19.4,,11.2
4,Chemical,0.5,E,0,10,07/14/16,30.6,19.4,,11.2
4,Chemical,1,E,0,14,07/14/16,30.6,19.4,,11.2
4,Chemical,2,E,0,1,07/14/16,30.6,19.4,,11.2
4,Chemical,4,E,0,7,07/14/16,30.6,19.4,,11.2
4,Chemical,0.5,S,0,2,07/14/16,30.6,19.4,,11.2
4,Chemical,1,S,0,8,07/14/16,30.6,19.4,,11.2
4,Chemical,2,S,0,15,07/14/16,30.6,19.4,,11.2
4,Chemical,4,S,0,20,07/14/16,30.6,19.4,,11.2
4,Chemical,0.5,W,0,9,07/14/16,30.6,19.4,,11.2
4,Chemical,1,W,0,56,07/14/16,30.6,19.4,,11.2
4,Chemical,2,W,0,14,07/14/16,30.6,19.4,,11.2
4,Chemical,4,W,0,1,07/14/16,30.6,19.4,,11.2
5,Predator,FOCAL,Center,0,0,07/14/16,30.6,19.4,,11.2
5,Predator,0.5,N,0,6,07/14/16,30.6,19.4,,11.2
5,Predator,1,N,0,5,07/14/16,30.6,19.4,,11.2
5,Predator,2,N,2,1,07/14/16,30.6,19.4,,11.2
5,Predator,4,N,0,0,07/14/16,30.6,19.4,,11.2
5,Predator,0.5,E,0,10,07/14/16,30.6,19.4,,11.2
5,Predator,1,E,0,26,07/14/16,30.6,19.4,,11.2
5,Predator,2,E,2,0,07/14/16,30.6,19.4,,11.2
5,Predator,4,E,0,0,07/14/16,30.6,19.4,,11.2
5,Predator,0.5,S,0,0,07/14/16,30.6,19.4,,11.2
5,Predator,1,S,0,3,07/14/16,30.6,19.4,,11.2
5,Predator,2,S,0,11,07/14/16,30.6,19.4,,11.2
5,Predator,4,S,0,1,07/14/16,30.6,19.4,,11.2
5,Predator,0.5,W,0,1,07/14/16,30.6,19.4,,11.2
5,Predator,1,W,0,0,07/14/16,30.6,19.4,,11.2
5,Predator,2,W,0,0,07/14/16,30.6,19.4,,11.2
5,Predator,4,W,0,4,07/14/16,30.6,19.4,,11.2
6,Control,FOCAL,Center,0,8,07/14/16,30.6,19.4,,11.2
6,Control,0.5,N,0,2,07/14/16,30.6,19.4,,11.2
6,Control,1,N,0,7,07/14/16,30.6,19.4,,11.2
6,Control,2,N,1,0,07/14/16,30.6,19.4,,11.2
6,Control,4,N,0,2,07/14/16,30.6,19.4,,11.2
6,Control,0.5,E,1,5,07/14/16,30.6,19.4,,11.2
6,Control,1,E,1,0,07/14/16,30.6,19.4,,11.2
6,Control,2,E,0,2,07/14/16,30.6,19.4,,11.2
6,Control,4,E,0,3,07/14/16,30.6,19.4,,11.2
6,Control,0.5,S,0,0,07/14/16,30.6,19.4,,11.2
6,Control,1,S,0,8,07/14/16,30.6,19.4,,11.2
6,Control,2,S,0,6,07/14/16,30.6,19.4,,11.2
6,Control,4,S,1,5,07/14/16,30.6,19.4,,11.2
6,Control,0.5,W,0,13,07/14/16,30.6,19.4,,11.2
6,Control,1,W,0,2,07/14/16,30.6,19.4,,11.2
6,Control,2,W,1,4,07/14/16,30.6,19.4,,11.2
6,Control,4,W,0,15,07/14/16,30.6,19.4,,11.2
7,Control,FOCAL,Center,0,0,07/14/16,30.6,19.4,,11.2
7,Control,0.5,N,1,5,07/14/16,30.6,19.4,,11.2
7,Control,1,N,1,0,07/14/16,30.6,19.4,,11.2
7,Control,2,N,0,0,07/14/16,30.6,19.4,,11.2
7,Control,4,N,0,2,07/14/16,30.6,19.4,,11.2
7,Control,0.5,E,0,4,07/14/16,30.6,19.4,,11.2
7,Control,1,E,0,20,07/14/16,30.6,19.4,,11.2
7,Control,2,E,0,4,07/14/16,30.6,19.4,,11.2
7,Control,4,E,0,1,07/14/16,30.6,19.4,,11.2
7,Control,0.5,S,0,1,07/14/16,30.6,19.4,,11.2
7,Control,1,S,0,1,07/14/16,30.6,19.4,,11.2
7,Control,2,S,0,8,07/14/16,30.6,19.4,,11.2
7,Control,4,S,0,5,07/14/16,30.6,19.4,,11.2
7,Control,0.5,W,0,17,07/14/16,30.6,19.4,,11.2
7,Control,1,W,0,1,07/14/16,30.6,19.4,,11.2
7,Control,2,W,0,6,07/14/16,30.6,19.4,,11.2
7,Control,4,W,0,6,07/14/16,30.6,19.4,,11.2
8,Chemical,FOCAL,Center,1,2,07/14/16,30.6,19.4,,11.2
8,Chemical,0.5,N,0,0,07/14/16,30.6,19.4,,11.2
8,Chemical,1,N,1,9,07/14/16,30.6,19.4,,11.2
8,Chemical,2,N,1,5,07/14/16,30.6,19.4,,11.2
8,Chemical,4,N,0,0,07/14/16,30.6,19.4,,11.2
8,Chemical,0.5,E,0,2,07/14/16,30.6,19.4,,11.2
8,Chemical,1,E,0,2,07/14/16,30.6,19.4,,11.2
8,Chemical,2,E,0,4,07/14/16,30.6,19.4,,11.2
